-92.677	42.628	0.973
-84.787	41.510	0.496
-83.755	41.296	0.196
-82.782	41.148	0.078
-81.859	41.049	0.034
-81.443	41.030	0.024
-80.420	41.031	0.018
-79.835	41.051	0.018
-75.845	41.092	0.093
-72.431	41.198	0.013
-70.912	41.264	0.073
-70.426	41.282	0.080
-68.491	41.274	0.075
-66.952	41.341	0.022
-66.555	41.372	0.003
-64.412	41.388	0.103
-62.973	41.382	0.069
-62.357	41.406	0.007
-59.013	41.413	0.012
-56.551	41.504	0.104
-55.063	41.483	0.100
-54.646	41.491	0.069
-51.103	41.514	0.142
-49.187	41.497	0.231
-46.696	41.599	0.103
-43.609	41.610	0.007
-35.680	41.682	0.101
-29.774	41.678	0.090
-16.902	41.768	0.095
-14.947	41.806	0.132
-5.270	41.770	0.087
-2.977	41.805	0.093
-1.022	41.801	0.075
5.945	41.754	0.105
14.778	41.848	0.012
25.675	41.475	0.073
31.670	41.368	0.039
35.600	41.298	0.255
