2.047	41.170	0.034
2.117	41.146	0.052
2.117	41.147	0.051
2.127	41.145	0.054
2.127	41.142	0.057
2.136	41.145	0.054
2.902	41.136	0.081
4.034	41.157	0.054
4.184	41.165	0.050
5.972	41.165	0.070
8.288	41.217	0.051
12.054	41.238	0.059
15.840	41.280	0.066
17.191	41.290	0.073
25.350	41.505	0.247
26.969	41.365	0.093
43.783	41.478	0.147
49.576	41.513	0.144
65.565	41.624	0.146
65.635	41.641	0.161
67.493	41.649	0.157
67.533	41.633	0.138
69.560	41.649	0.138
73.475	41.667	0.118
75.602	41.696	0.125
78.493	41.709	0.100
79.567	41.716	0.099
80.491	41.706	0.089
80.660	41.752	0.100
82.389	41.811	0.188
83.392	41.862	0.229
84.297	41.863	0.240
84.694	41.770	0.178
85.340	41.747	0.114
86.701	41.721	0.094
88.361	41.746	0.109
88.639	41.742	0.124
89.295	41.836	0.206
89.365	41.852	0.210
89.424	41.768	0.154
90.269	41.829	0.195
91.312	41.758	0.114
91.362	41.753	0.115
91.670	41.732	0.106
93.359	41.816	0.208
95.237	41.819	0.220
95.506	41.781	0.186
97.205	41.718	0.082
97.304	41.745	0.094
100.653	41.752	0.138
101.319	41.780	0.177
102.213	41.894	0.259
102.253	41.877	0.261
103.217	41.756	0.129
104.181	41.770	0.127
105.244	41.860	0.241
105.363	41.776	0.169
106.586	41.715	0.092
109.199	41.713	0.092
110.540	41.716	0.148
111.117	41.883	0.283
111.176	41.868	0.295
113.184	41.834	0.342
117.318	41.570	0.119
117.337	41.568	0.117
118.202	41.553	0.118
118.490	41.568	0.123
120.110	41.527	0.124
120.160	41.528	0.127
121.074	41.510	0.145
121.104	41.500	0.152
121.213	41.510	0.153
121.511	41.516	0.192
122.068	41.616	0.209
122.177	41.591	0.176
122.256	41.532	0.113
123.111	41.453	0.104
123.111	41.459	0.099
124.095	41.541	0.218
124.313	41.512	0.211
125.069	41.419	0.113
125.108	41.416	0.118
126.052	41.402	0.100
126.241	41.393	0.095
126.341	41.384	0.105
128.248	41.358	0.094
129.053	41.361	0.088
129.073	41.380	0.083
131.329	41.409	0.104
134.012	41.337	0.101
135.006	41.310	0.094
135.214	41.309	0.095
136.983	41.305	0.099
136.993	41.303	0.097
138.146	41.368	0.108
138.971	41.320	0.106
143.929	41.272	0.111
145.946	41.310	0.146
149.146	41.299	0.095
149.206	41.287	0.089
151.203	41.204	0.047
155.019	41.180	0.057
158.149	41.182	0.129
160.067	41.162	0.099
161.101	41.157	0.098
161.200	41.154	0.084
175.768	41.187	0.143
180.031	41.089	0.094
197.639	41.135	0.200
208.540	41.046	0.167
222.442	40.836	0.148
230.362	40.884	0.106
238.332	40.731	0.110
245.288	40.709	0.101
320.164	40.527	0.125
374.729	40.286	0.143
385.749	40.207	0.129
416.365	40.080	0.077
450.082	39.872	0.079
