2.047	40.849	0.071
2.117	40.830	0.073
2.117	40.830	0.073
2.127	40.828	0.073
2.127	40.827	0.073
2.136	40.828	0.073
2.902	40.810	0.076
4.034	40.837	0.067
4.184	40.839	0.075
5.972	40.839	0.061
8.288	40.876	0.056
12.054	40.911	0.045
15.840	40.951	0.047
17.191	40.959	0.037
25.350	41.007	0.021
26.969	41.019	0.028
43.783	41.147	0.044
49.576	41.187	0.047
65.565	41.305	0.043
65.635	41.307	0.039
67.493	41.319	0.038
67.533	41.319	0.049
69.560	41.329	0.041
73.475	41.346	0.042
75.602	41.357	0.032
78.493	41.364	0.030
79.567	41.370	0.029
80.491	41.372	0.047
80.660	41.369	0.021
82.389	41.365	0.010
83.392	41.374	0.025
84.297	41.378	0.029
84.694	41.378	0.024
85.340	41.379	0.020
86.701	41.382	0.036
88.361	41.376	0.020
88.639	41.377	0.023
89.295	41.377	0.025
89.365	41.377	0.023
89.424	41.371	0.009
90.269	41.371	0.011
91.312	41.375	0.018
91.362	41.376	0.019
91.670	41.376	0.031
93.359	41.374	0.034
95.237	41.378	0.016
95.506	41.379	0.027
97.205	41.367	0.039
97.304	41.365	0.022
100.653	41.359	0.025
101.319	41.368	0.009
102.213	41.371	0.017
102.253	41.368	0.013
103.217	41.367	0.019
104.181	41.367	0.016
105.244	41.359	0.010
105.363	41.350	0.009
106.586	41.322	0.023
109.199	41.300	0.023
110.540	41.300	0.030
111.117	41.303	0.029
111.176	41.303	0.012
113.184	41.249	0.025
117.318	41.131	0.028
117.337	41.129	0.028
118.202	41.108	0.028
118.490	41.099	0.024
120.110	41.062	0.025
120.160	41.062	0.025
121.074	41.032	0.023
121.104	41.030	0.029
121.213	41.026	0.022
121.511	41.013	0.029
122.068	40.995	0.016
122.177	40.993	0.012
122.256	40.982	0.011
123.111	40.948	0.024
123.111	40.946	0.019
124.095	40.929	0.019
124.313	40.927	0.025
125.069	40.924	0.020
125.108	40.924	0.023
126.052	40.918	0.026
126.241	40.911	0.026
126.341	40.910	0.041
128.248	40.883	0.039
129.053	40.870	0.026
129.073	40.871	0.022
131.329	40.833	0.013
134.012	40.823	0.024
135.006	40.813	0.030
135.214	40.812	0.030
136.983	40.792	0.026
136.993	40.790	0.026
138.146	40.776	0.013
138.971	40.776	0.019
143.929	40.764	0.026
145.946	40.753	0.024
149.146	40.749	0.019
149.206	40.739	0.051
151.203	40.726	0.048
155.019	40.708	0.051
158.149	40.695	0.029
160.067	40.690	0.045
161.101	40.687	0.051
161.200	40.682	0.056
175.768	40.633	0.029
180.031	40.610	0.073
197.639	40.542	0.029
208.540	40.509	0.025
222.442	40.446	0.017
230.362	40.423	0.022
238.332	40.381	0.026
245.288	40.362	0.031
320.164	40.118	0.064
374.729	39.893	0.075
385.749	39.849	0.081
416.365	39.741	0.078
450.082	39.602	0.058
