-50.758	41.817	0.008
-48.809	41.810	0.006
-48.258	41.822	0.002
-47.165	41.836	0.001
-46.328	41.848	0.001
-43.237	41.888	0.001
-35.292	41.975	0.001
-26.472	42.293	0.182
-22.623	42.624	0.325
-17.612	42.911	0.396
-16.677	42.944	0.402
-3.898	43.104	0.424
1.969	43.114	0.424
9.864	43.115	0.426
15.771	43.112	0.429
23.627	43.104	0.438
30.429	43.094	0.448
39.220	43.085	0.457
44.143	43.083	0.459
68.744	43.085	0.457
74.651	43.089	0.453
